,manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,price_usd,is_exchangeable,location_region,number_of_photos,up_counter,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed
823,Ford,Mondeo,mechanical,silver,460000,1995,False,diesel,1.8,universal,False,owned,front,1043.34,True,South East,27,9,True,False,False,False,False,False,False,False,False,False,40
824,Ford,Mondeo,mechanical,blue,379000,1994,False,gasoline,1.8,universal,False,owned,front,700.0,False,North East,8,57,True,False,False,False,False,False,False,False,False,False,112
825,Ford,Mondeo,mechanical,blue,298000,1993,False,gasoline,1.8,hatchback,False,owned,front,700.0,False,North West,9,2,True,False,False,False,False,False,False,False,False,False,2
826,Ford,Mondeo,mechanical,grey,200000,2007,False,gasoline,2.5,sedan,False,owned,front,7150.0,False,North East,10,37,False,False,False,True,True,True,False,True,True,True,60
827,Ford,Mondeo,mechanical,black,175000,2011,False,gasoline,2.0,sedan,False,owned,front,7900.0,True,North East,7,1,False,False,False,True,False,False,False,True,True,False,1
828,Ford,Mondeo,mechanical,blue,127000,2007,False,gasoline,1.8,sedan,False,owned,front,4390.0,False,North East,12,1,False,False,False,True,False,True,True,False,False,True,1
829,Ford,Mondeo,mechanical,green,293000,2001,False,diesel,2.0,hatchback,False,owned,front,2600.0,False,South West,9,11,False,True,False,False,False,True,False,False,False,True,23
830,Ford,Mondeo,mechanical,blue,300000,1998,False,diesel,1.8,sedan,False,owned,front,1700.0,False,North East,7,9,False,True,False,False,False,False,False,False,False,False,12
831,Ford,Mondeo,mechanical,black,343000,2007,False,diesel,2.0,hatchback,False,owned,front,6690.0,False,North East,7,18,False,True,False,False,False,True,False,True,True,True,37
832,Ford,Mondeo,mechanical,silver,287000,2007,False,diesel,1.8,hatchback,False,owned,front,6700.0,True,North East,4,9,False,True,True,True,True,True,True,True,True,True,12
833,Ford,Mondeo,mechanical,black,267000,2007,False,gasoline,2.0,sedan,False,owned,front,7450.0,True,North East,22,13,True,False,False,False,False,False,False,False,False,False,19
834,Ford,Mondeo,automatic,blue,116000,2016,False,gasoline,2.5,sedan,False,owned,front,14150.0,True,North East,23,15,True,False,False,False,False,False,False,False,False,False,22
835,Ford,Mondeo,mechanical,red,250000,1994,False,gasoline,1.6,sedan,False,owned,front,750.0,False,South East,10,3,False,False,True,False,False,False,False,False,False,False,3
836,Ford,Mondeo,automatic,red,250000,1995,False,gasoline,2.0,universal,False,owned,front,900.0,True,South East,6,187,False,True,False,False,False,False,False,False,False,True,370
837,Ford,Mondeo,mechanical,green,441560,1999,False,diesel,1.8,universal,False,owned,front,1300.0,True,North West,6,22,True,False,False,False,False,False,False,False,False,False,44
838,Ford,Mondeo,mechanical,other,276000,1994,False,gasoline,1.8,hatchback,False,owned,front,800.0,False,North East,8,3,False,False,False,False,False,False,False,False,False,True,11
839,Ford,Mondeo,mechanical,green,350000,1996,False,gasoline,1.6,hatchback,False,owned,front,900.0,True,North East,10,24,True,False,False,False,False,False,False,False,False,False,36
840,Ford,Mondeo,mechanical,black,117000,2008,False,gasoline,2.0,sedan,False,owned,front,8400.0,False,North West,10,34,False,True,False,False,False,True,False,False,True,True,192
841,Ford,Mondeo,automatic,grey,213000,2008,False,gasoline,2.3,sedan,False,owned,front,8400.0,False,North East,11,1,False,False,False,True,False,False,False,False,False,True,1
842,Ford,Mondeo,mechanical,other,330000,1997,False,gasoline,2.0,liftback,False,owned,front,2000.0,True,North East,7,10,False,True,False,False,False,False,False,False,True,True,23
843,Ford,Mondeo,mechanical,green,285235,1997,False,diesel,1.8,hatchback,False,owned,front,999.0,False,North East,15,1,True,False,False,False,False,False,False,False,False,False,1
844,Ford,Mondeo,automatic,violet,327000,1997,False,gasoline,1.8,liftback,False,owned,front,1790.0,False,North East,16,6,False,False,False,True,True,True,False,False,True,True,7
845,Ford,Mondeo,mechanical,other,370547,1998,False,gasoline,1.8,sedan,False,owned,front,1800.0,True,North East,7,88,False,True,False,False,False,False,False,False,False,False,137
846,Ford,Mondeo,mechanical,silver,999999,1995,False,gasoline,1.8,sedan,False,owned,front,200.0,False,North East,7,1,False,True,False,False,False,False,False,False,False,False,1
847,Ford,Mondeo,mechanical,silver,398000,1997,False,gasoline,1.8,sedan,False,owned,front,1200.0,True,North West,10,1,False,True,False,False,False,False,False,False,False,False,1
848,Ford,Mondeo,automatic,white,37000,2016,False,gasoline,2.0,sedan,False,owned,front,20750.0,False,North East,13,62,False,True,True,True,False,True,False,True,True,True,79
849,Ford,Mondeo,automatic,white,54000,2015,False,gasoline,2.5,sedan,False,owned,front,16800.0,False,North East,14,64,False,True,False,True,False,True,False,True,True,True,88
850,Ford,Mondeo,mechanical,silver,350000,2006,False,gasoline,2.0,sedan,False,owned,front,4000.0,False,North East,8,53,False,True,False,True,False,True,False,False,True,True,79
851,Ford,Mondeo,mechanical,white,3200,1995,False,diesel,1.8,universal,False,owned,front,950.0,False,North East,5,1,True,False,False,False,False,False,False,False,False,False,1
852,Ford,Mondeo,mechanical,blue,35000,1993,False,gasoline,1.8,universal,False,owned,front,650.0,True,South East,6,1,False,True,False,False,False,False,False,False,False,False,1
853,Ford,Mondeo,mechanical,green,400000,1994,False,diesel,1.8,universal,False,owned,front,1000.0,True,North East,9,13,True,False,False,False,False,False,False,False,False,False,16
854,Ford,Mondeo,automatic,silver,307,2003,False,diesel,2.0,sedan,False,owned,front,3800.0,False,South West,13,4,True,False,False,False,False,False,False,False,False,False,6
855,Ford,Mondeo,mechanical,black,177000,2006,False,gasoline,1.8,sedan,False,owned,front,3000.0,True,South East,7,4,False,True,False,False,False,True,False,True,False,True,5
856,Ford,Mondeo,mechanical,grey,193000,2008,False,diesel,1.8,universal,False,owned,front,7750.0,False,North East,18,1,False,False,False,False,False,False,True,True,False,True,1
857,Ford,Mondeo,mechanical,black,129000,2010,False,gasoline,2.0,sedan,False,owned,front,7900.0,False,South West,11,9,True,False,False,False,False,False,False,False,False,False,21
858,Ford,Mondeo,mechanical,green,353367,2002,False,diesel,2.0,universal,False,owned,front,1900.0,True,South East,7,10,False,True,False,False,False,False,False,False,True,False,16
859,Ford,Mondeo,mechanical,black,318000,1997,False,gasoline,2.0,universal,False,owned,front,1300.0,False,West Midlands,10,23,False,True,False,True,False,False,False,False,False,False,92
860,Ford,Mondeo,mechanical,black,315,2008,False,diesel,1.8,universal,False,owned,front,6000.0,False,East Midlands,11,3,False,True,False,True,True,True,False,False,False,False,5
861,Ford,Mondeo,mechanical,red,280000,2003,False,diesel,2.0,universal,False,owned,front,3200.0,True,North East,12,20,False,True,False,False,False,True,False,False,True,True,48
862,Ford,Mondeo,mechanical,black,300000,1998,False,gasoline,1.8,universal,False,owned,front,1600.0,False,North East,4,12,False,False,False,False,False,True,False,False,False,False,47
863,Ford,Mondeo,mechanical,silver,174951,2016,False,diesel,2.0,universal,False,owned,front,14700.0,True,North East,22,5,False,False,False,True,False,True,True,True,True,False,7
864,Ford,Mondeo,mechanical,red,387512,1993,False,gasoline,1.6,universal,False,owned,front,500.0,False,East Midlands,6,18,True,False,False,False,False,False,False,False,False,False,25
865,Ford,Mondeo,mechanical,violet,394400,1998,False,diesel,1.8,universal,False,owned,front,1750.0,True,North East,14,107,False,True,False,False,False,False,False,False,False,True,124
866,Ford,Mondeo,mechanical,grey,30000,1993,False,gasoline,1.8,sedan,False,owned,front,1200.0,False,North East,8,2,False,False,False,False,False,False,False,False,False,True,2
867,Ford,Mondeo,mechanical,blue,167800,1994,False,gasoline,2.0,sedan,False,owned,front,1300.0,False,North East,9,9,False,True,False,False,False,False,False,False,True,True,28
868,Ford,Mondeo,automatic,black,160000,2008,False,gasoline,2.3,sedan,False,owned,front,6050.0,False,North East,5,31,False,False,False,False,True,True,False,True,True,True,66
869,Ford,Mondeo,mechanical,grey,133000,2010,False,gasoline,2.0,sedan,False,owned,front,7600.0,False,North East,14,61,False,True,False,True,False,False,False,True,True,True,190
870,Ford,Mondeo,mechanical,green,227000,2007,False,gasoline,2.0,sedan,False,owned,front,7300.0,False,South West,6,16,False,True,False,False,False,False,False,False,True,True,63
871,Ford,Mondeo,mechanical,other,350000,2001,False,diesel,2.0,universal,False,owned,front,3450.0,False,North East,9,21,False,True,False,False,False,False,False,False,True,True,95
872,Ford,Mondeo,mechanical,silver,348000,2003,False,diesel,2.0,sedan,False,owned,front,2690.0,False,North East,5,3,False,True,False,False,False,False,False,False,False,False,4
873,Ford,Mondeo,mechanical,silver,295000,2003,False,diesel,2.0,universal,False,owned,front,4200.0,False,North East,14,14,False,True,False,False,False,False,False,True,False,True,52
874,Ford,Mondeo,automatic,red,190000,2005,False,diesel,2.0,sedan,False,owned,front,4500.0,False,South East,6,21,False,True,False,False,False,False,False,False,False,True,41
875,Ford,Mondeo,mechanical,other,243000,2003,False,diesel,2.0,universal,False,owned,front,4250.0,False,North East,16,69,False,True,False,False,False,False,False,False,False,True,98
876,Ford,Mondeo,mechanical,silver,383116,2001,False,diesel,2.0,hatchback,False,owned,front,3590.0,False,North East,15,46,False,True,False,False,False,False,False,False,False,True,65
877,Ford,Mondeo,automatic,black,450000,2003,False,diesel,2.0,universal,False,owned,front,4500.0,True,West Midlands,8,23,False,True,False,False,False,True,True,True,True,False,116
878,Ford,Mondeo,mechanical,green,410000,2001,False,diesel,2.0,universal,False,owned,front,2200.0,True,North East,10,7,False,True,False,False,False,False,False,False,False,False,9
879,Ford,Mondeo,mechanical,red,180000,1998,False,diesel,1.8,hatchback,False,emergency,front,1000.0,False,North East,2,3,True,False,False,False,False,False,False,False,False,False,4
880,Ford,Mondeo,mechanical,black,346000,1996,False,gasoline,1.8,universal,False,owned,front,1350.0,False,South West,22,7,False,False,False,False,False,False,False,False,False,True,12
881,Ford,Mondeo,mechanical,other,412000,1997,False,gasoline,1.8,universal,False,owned,front,1200.0,True,East Midlands,9,52,False,True,False,True,False,False,False,True,False,True,104
882,Ford,Mondeo,mechanical,green,415000,2001,False,diesel,2.0,hatchback,False,owned,front,3500.0,True,North East,12,5,False,True,True,False,True,False,False,True,False,False,8
883,Ford,Mondeo,mechanical,green,164,1994,False,gasoline,1.8,hatchback,False,owned,front,700.0,True,North East,12,1,False,False,True,False,False,False,False,False,False,False,1
884,Ford,Mondeo,mechanical,silver,211000,2010,False,gasoline,1.6,sedan,False,owned,front,7300.0,False,North East,15,26,False,True,False,True,False,False,False,False,False,True,76
885,Ford,Mondeo,automatic,grey,178000,2010,False,diesel,2.0,sedan,False,owned,front,8400.0,False,East Midlands,10,9,False,True,False,True,False,True,False,True,True,True,14
886,Ford,Mondeo,mechanical,silver,380000,1997,False,gasoline,1.6,sedan,False,owned,front,1400.0,True,North East,15,21,False,True,False,False,False,False,False,False,False,False,67
887,Ford,Mondeo,automatic,black,240000,2006,False,gasoline,2.0,sedan,False,owned,front,7000.0,False,North East,12,41,False,True,False,False,False,True,False,False,False,True,88
888,Ford,Mondeo,mechanical,white,300000,1995,False,gasoline,1.6,sedan,False,owned,front,850.0,False,North East,4,23,True,False,False,False,False,False,False,False,False,False,92
889,Ford,Mondeo,mechanical,red,567834,1996,False,diesel,1.8,sedan,False,owned,front,1100.0,True,North East,17,33,True,False,False,False,False,False,False,False,False,False,80
890,Ford,Mondeo,mechanical,silver,370000,1998,False,gasoline,1.8,universal,False,owned,front,1550.0,True,North East,5,7,False,True,True,False,False,False,False,False,False,False,28
891,Ford,Mondeo,mechanical,blue,175000,2007,False,gasoline,2.0,sedan,False,owned,front,7000.0,False,North West,9,28,False,True,False,True,False,True,False,False,True,True,88
892,Ford,Mondeo,automatic,black,220000,2006,False,gasoline,2.5,sedan,False,owned,front,4499.0,True,North East,10,5,False,True,False,False,False,True,False,False,True,True,85
893,Ford,Mondeo,mechanical,other,200000,2009,False,diesel,1.8,universal,False,owned,front,12200.0,True,North East,10,569,False,True,True,True,True,True,True,True,True,True,825
894,Ford,Mondeo,automatic,grey,146500,2009,False,gasoline,2.3,sedan,False,owned,front,8400.0,False,East Midlands,12,4,True,False,False,False,False,False,False,False,False,False,87
895,Ford,Mondeo,mechanical,grey,308000,1995,False,gasoline,1.8,universal,False,owned,front,1000.0,True,South East,8,5,False,False,False,False,False,False,False,False,False,True,6
896,Ford,Mondeo,mechanical,green,527000,1994,False,gasoline,1.8,universal,False,owned,front,1400.0,False,North East,11,4,False,False,False,False,False,False,False,False,False,True,7
897,Ford,Mondeo,mechanical,blue,397000,1996,False,gasoline,1.6,hatchback,False,owned,front,1150.0,False,North East,8,34,True,False,False,False,False,False,False,False,False,False,89
898,Ford,Mondeo,mechanical,blue,333333,1995,False,gasoline,1.8,universal,False,owned,front,750.0,True,North East,10,4,True,False,False,False,False,False,False,False,False,False,7
899,Ford,Mondeo,mechanical,silver,178000,2002,False,diesel,2.0,universal,False,owned,front,3300.0,True,North East,14,16,False,True,False,False,False,True,False,False,False,True,70
900,Ford,Mondeo,mechanical,violet,400000,1997,False,gasoline,1.8,universal,False,owned,front,600.0,False,North East,12,7,False,True,False,False,False,False,False,False,False,True,73
901,Ford,Mondeo,mechanical,grey,230000,1994,False,gasoline,1.6,sedan,False,owned,front,1250.0,False,North West,8,29,True,False,False,False,False,False,False,False,False,False,69
902,Ford,Mondeo,mechanical,green,335542,1996,False,gasoline,1.8,universal,False,owned,front,500.0,True,East Midlands,4,12,True,False,False,False,False,False,False,False,False,False,22
903,Ford,Mondeo,mechanical,blue,333000,1995,False,gasoline,1.8,universal,False,owned,front,700.0,True,North East,8,45,True,False,False,False,False,False,False,False,False,False,75
904,Ford,Mondeo,mechanical,green,350000,1993,True,gasoline,1.8,hatchback,False,owned,front,850.0,False,North East,10,30,False,False,False,False,False,False,False,False,False,True,74
905,Ford,Mondeo,mechanical,white,315000,1996,False,gasoline,1.8,universal,False,owned,front,300.0,False,North East,9,3,True,False,False,False,False,False,False,False,False,False,6
906,Ford,Mondeo,mechanical,black,270000,2005,False,diesel,2.0,universal,False,owned,front,4000.0,True,South East,8,33,False,True,True,True,True,True,True,True,True,False,68
907,Ford,Mondeo,mechanical,grey,286000,2001,False,gasoline,1.8,hatchback,False,owned,front,3500.0,True,East Midlands,4,66,False,True,True,False,False,False,False,False,False,True,119
908,Ford,Mondeo,mechanical,silver,300000,1999,False,diesel,1.8,hatchback,False,owned,front,1500.0,False,North West,3,1,False,True,False,False,False,False,False,False,False,True,2
909,Ford,Mondeo,mechanical,black,76000,2010,False,gasoline,1.6,sedan,False,owned,front,9700.0,False,West Midlands,21,48,False,True,False,True,False,True,False,False,False,True,142
910,Ford,Mondeo,mechanical,violet,175500,2010,False,gasoline,1.6,sedan,False,owned,front,8800.0,False,West Midlands,10,85,False,True,False,False,False,True,False,False,False,True,379
911,Ford,Mondeo,mechanical,silver,199000,2007,False,gasoline,2.0,universal,False,owned,front,7000.0,False,North East,3,4,False,False,True,True,False,True,False,True,True,False,5
912,Ford,Mondeo,automatic,grey,170000,2008,False,gasoline,2.3,sedan,False,owned,front,7600.0,False,North East,18,2,False,False,False,True,False,False,False,False,True,True,4
913,Ford,Mondeo,automatic,grey,112000,2008,False,gasoline,2.3,sedan,False,owned,front,8500.0,False,East Midlands,13,2,False,True,False,False,False,True,False,True,True,True,59
914,Ford,Mondeo,mechanical,silver,334000,2006,False,diesel,2.0,sedan,False,owned,front,4500.0,True,South West,5,14,False,True,False,True,False,False,True,True,True,True,89
915,Ford,Mondeo,mechanical,green,330000,2002,False,gasoline,1.8,universal,False,owned,front,2600.0,False,North East,12,35,False,True,False,False,False,True,False,False,True,True,62
916,Ford,Mondeo,mechanical,red,290000,1997,False,gasoline,1.8,sedan,False,owned,front,1750.0,True,North East,9,47,True,False,False,False,False,False,False,False,False,False,97
917,Ford,Mondeo,mechanical,red,297000,1997,False,gasoline,1.6,universal,False,owned,front,950.0,False,North East,5,9,True,False,False,False,False,False,False,False,False,False,25
918,Ford,Mondeo,mechanical,silver,408000,2001,False,diesel,2.0,universal,False,owned,front,3500.0,True,North East,22,11,False,True,False,True,False,True,False,False,True,True,19
919,Ford,Mondeo,mechanical,silver,340000,1996,False,diesel,1.8,sedan,False,owned,front,1300.0,False,North West,4,5,False,True,False,False,False,False,False,False,True,True,68
920,Ford,Mondeo,mechanical,black,312000,2003,False,diesel,2.0,universal,False,owned,front,3200.0,False,North East,8,14,False,True,False,False,False,False,False,False,False,False,26
921,Ford,Mondeo,mechanical,blue,300000,1996,False,diesel,1.8,sedan,False,owned,front,1000.0,False,North East,9,1,True,False,False,False,False,False,False,False,False,False,2
922,Ford,Mondeo,mechanical,green,335678,1998,False,gasoline,1.8,universal,False,owned,front,950.0,False,South East,5,4,True,False,False,False,False,False,False,False,False,False,16
923,Ford,Mondeo,automatic,silver,76300,2015,False,diesel,2.0,universal,False,owned,front,15900.0,False,North East,14,12,True,False,False,False,False,False,False,False,False,False,22
924,Ford,Mondeo,automatic,black,137000,2012,False,diesel,2.0,sedan,False,owned,front,9200.0,False,North East,11,12,False,True,False,True,False,True,False,False,True,True,29
925,Ford,Mondeo,mechanical,silver,270000,2002,False,diesel,2.0,sedan,False,owned,front,3900.0,False,North East,13,40,False,False,True,False,True,True,True,False,True,True,60
926,Ford,Mondeo,mechanical,violet,310000,1996,False,gasoline,1.8,hatchback,False,owned,front,800.0,False,North East,4,14,False,False,False,False,False,False,False,False,False,True,97
927,Ford,Mondeo,mechanical,silver,326000,2002,False,gasoline,2.0,universal,False,owned,front,3600.0,True,East Midlands,5,5,False,True,False,False,False,True,False,True,False,True,49
928,Ford,Mondeo,automatic,black,156000,2010,False,gasoline,2.3,sedan,False,owned,front,7800.0,True,North East,7,13,False,True,False,False,True,True,True,True,True,True,35
929,Ford,Mondeo,mechanical,violet,111111,1995,False,gasoline,1.8,universal,False,owned,front,650.0,True,North East,5,5,True,False,False,False,False,False,False,False,False,False,18
930,Ford,Mondeo,mechanical,black,257000,2008,False,diesel,1.8,hatchback,False,owned,front,6800.0,False,North East,7,1,False,True,False,False,False,False,False,False,False,True,2
931,Ford,Mondeo,mechanical,green,312000,1999,False,gasoline,2.0,hatchback,False,owned,front,2300.0,False,North East,10,1,False,False,False,False,False,False,False,False,True,False,2
932,Ford,Mondeo,mechanical,blue,360000,1998,False,gasoline,1.8,sedan,False,owned,front,1650.0,True,South West,17,4,False,True,False,False,False,False,False,False,False,True,13
933,Ford,Mondeo,mechanical,silver,250000,1996,False,diesel,1.8,universal,False,owned,front,1699.0,True,North West,6,6,True,False,False,False,False,False,False,False,False,False,20
934,Ford,Mondeo,mechanical,silver,200000,2007,False,gasoline,1.6,sedan,False,owned,front,7000.0,False,South West,5,165,False,True,False,False,False,False,False,False,True,True,552
935,Ford,Mondeo,mechanical,silver,380000,1996,False,gasoline,1.8,hatchback,False,owned,front,1650.0,False,South West,7,33,False,False,False,False,False,False,False,False,False,True,69
936,Ford,Mondeo,mechanical,green,200000,1995,False,diesel,1.8,universal,False,owned,front,1500.0,False,West Midlands,8,1,False,True,False,False,False,False,False,True,False,True,3
937,Ford,Mondeo,mechanical,silver,385000,2003,False,gasoline,2.0,hatchback,False,owned,front,3900.0,False,North East,14,48,False,True,False,False,False,False,False,False,False,True,120
938,Ford,Mondeo,mechanical,blue,240000,1995,False,gasoline,1.6,universal,False,owned,front,500.0,True,North East,4,111,True,False,False,False,False,False,False,False,False,False,578
939,Ford,Mondeo,mechanical,blue,300000,1994,False,gasoline,1.8,hatchback,False,owned,front,500.0,True,North East,20,6,True,False,False,False,False,False,False,False,False,False,26
940,Ford,Mondeo,mechanical,silver,264000,2002,False,diesel,2.0,universal,False,owned,front,3700.0,True,North East,12,2,False,True,False,False,False,True,False,False,True,False,11
941,Ford,Mondeo,mechanical,blue,320000,1994,False,gasoline,1.8,hatchback,False,owned,front,1100.0,True,North East,5,4,False,False,True,True,False,False,False,False,False,True,69
942,Ford,Mondeo,mechanical,white,420000,2000,False,diesel,1.8,universal,False,owned,front,1100.0,False,North East,7,4,False,True,False,False,False,True,False,False,False,False,14
943,Ford,Mondeo,mechanical,blue,308235,1996,False,diesel,1.8,universal,False,owned,front,550.0,True,North West,5,13,True,False,False,False,False,False,False,False,False,False,117
944,Ford,Mondeo,mechanical,green,30000,1998,False,gasoline,1.8,sedan,False,owned,front,2300.0,False,North East,6,5,False,True,False,False,False,False,False,False,False,True,11
945,Ford,Mondeo,mechanical,grey,330000,2002,False,diesel,2.0,sedan,False,owned,front,4100.0,False,North East,18,49,False,True,False,False,False,False,False,False,False,True,121
946,Ford,Mondeo,automatic,red,354000,1997,False,gasoline,1.8,sedan,False,owned,front,1300.0,False,North East,11,1,True,False,False,False,False,False,False,False,False,False,3
947,Ford,Mondeo,mechanical,blue,500000,1994,False,gasoline,1.8,universal,False,emergency,front,260.83,False,North East,1,1,False,True,False,False,False,False,False,False,False,False,3
948,Ford,Mondeo,mechanical,black,225000,2008,False,diesel,1.8,hatchback,False,owned,front,8470.0,False,North East,38,9,False,True,False,False,False,True,False,True,True,True,124
949,Ford,Mondeo,mechanical,white,400000,1993,False,diesel,1.8,sedan,False,owned,front,400.0,True,East Midlands,12,7,True,False,False,False,False,False,False,False,False,False,62
950,Ford,Mondeo,mechanical,other,588000,1997,False,diesel,1.8,sedan,False,owned,front,1500.0,True,South West,4,5,False,False,False,False,False,False,False,False,False,True,23
951,Ford,Mondeo,mechanical,grey,350456,1993,False,gasoline,1.8,hatchback,False,owned,front,1000.0,True,North East,7,2,True,False,False,False,False,False,False,False,False,False,33
952,Ford,Mondeo,automatic,black,160000,2007,False,gasoline,2.3,sedan,False,owned,front,7500.0,True,East Midlands,13,46,False,True,False,True,True,True,False,True,True,True,202
953,Ford,Mondeo,mechanical,black,310000,2002,False,gasoline,1.8,hatchback,False,owned,front,4100.0,False,North East,4,4,False,True,False,False,False,False,False,False,False,True,58
954,Ford,Mondeo,mechanical,green,332000,1996,False,gasoline,2.0,universal,False,owned,front,1400.0,True,North East,5,25,False,True,False,False,False,False,False,False,True,True,140
955,Ford,Mondeo,mechanical,brown,317041,1995,False,gasoline,2.5,sedan,False,owned,front,1500.0,False,North East,10,1,False,True,False,False,False,False,False,False,False,True,4
956,Ford,Mondeo,mechanical,silver,276000,1997,False,gasoline,1.8,hatchback,False,owned,front,750.0,True,North East,9,22,False,True,False,False,False,False,False,False,False,False,56
957,Ford,Mondeo,mechanical,silver,246000,2006,False,diesel,2.0,universal,False,owned,front,5000.0,False,North West,12,2,False,True,False,False,False,True,False,False,True,False,61
958,Ford,Mondeo,automatic,silver,260000,2005,False,gasoline,2.0,sedan,False,owned,front,4500.0,True,North East,8,22,False,True,False,True,False,False,True,False,True,False,58
959,Ford,Mondeo,mechanical,green,27000,1994,False,gasoline,1.8,universal,False,owned,front,1300.0,True,East Midlands,9,1,False,True,False,False,False,False,False,False,False,False,4
960,Ford,Mondeo,mechanical,grey,340000,2002,False,gasoline,1.8,sedan,False,owned,front,2700.0,False,North East,5,2,False,False,False,False,False,False,False,False,False,True,7
961,Ford,Mondeo,mechanical,blue,340000,2007,False,diesel,2.0,hatchback,False,owned,front,7600.0,False,North East,7,40,False,True,True,True,False,True,False,True,True,True,112
962,Ford,Mondeo,mechanical,black,250000,2007,False,gasoline,1.6,universal,False,owned,front,8100.0,False,North East,8,182,False,True,False,False,False,True,False,True,True,True,1582
963,Ford,Mondeo,mechanical,black,336500,2001,False,gasoline,2.5,sedan,False,owned,front,3300.0,False,North East,9,8,False,True,False,False,True,True,False,False,True,True,46
964,Ford,Mondeo,mechanical,violet,247000,1996,False,diesel,1.8,sedan,False,owned,front,1500.0,False,North West,9,9,True,False,False,False,False,False,False,False,False,False,22
965,Ford,Mondeo,automatic,black,220561,2004,False,gasoline,2.0,sedan,False,owned,front,3999.0,True,North East,13,13,False,True,False,False,False,True,False,False,False,True,21
966,Ford,Mondeo,mechanical,blue,350000,1996,False,gasoline,1.8,universal,False,owned,front,1100.0,False,North East,10,1,False,False,False,False,False,False,False,False,False,True,4
967,Ford,Mondeo,automatic,silver,280000,2000,False,gasoline,2.0,hatchback,False,owned,front,3200.0,True,East Midlands,6,9,False,True,True,False,True,False,False,False,True,True,28
968,Ford,Mondeo,mechanical,black,210000,2008,False,gasoline,2.0,sedan,False,owned,front,7100.0,False,South East,5,11,False,True,False,True,False,True,False,True,True,True,85
969,Ford,Mondeo,mechanical,black,400000,1998,False,diesel,1.8,hatchback,False,owned,front,1800.0,True,North East,4,9,False,True,False,False,False,False,False,False,False,True,35
970,Ford,Mondeo,mechanical,red,222222,1993,False,gasoline,1.8,sedan,False,owned,front,600.0,True,North East,3,6,True,False,False,False,False,False,False,False,False,False,20
971,Ford,Mondeo,mechanical,silver,368000,1998,False,gasoline,1.8,universal,False,owned,front,1750.0,False,North East,6,6,True,False,False,False,False,False,False,False,False,False,83
972,Ford,Mondeo,mechanical,black,360000,1996,False,gasoline,1.8,hatchback,False,owned,front,1000.0,True,North East,3,16,True,False,False,False,False,False,False,False,False,False,72
973,Ford,Mondeo,automatic,black,276000,2005,False,diesel,2.0,sedan,False,owned,front,3950.0,False,North East,6,2,False,True,False,False,False,False,False,False,True,True,6
974,Ford,Mondeo,mechanical,white,325675,1995,False,gasoline,1.6,sedan,False,owned,front,237.12,False,North East,2,1,True,False,False,False,False,False,False,False,False,False,5
975,Ford,Mondeo,automatic,black,241000,2004,False,gasoline,2.5,sedan,False,owned,front,5000.0,True,North East,13,8,False,True,True,True,True,True,False,False,True,True,22
976,Ford,Mondeo,mechanical,silver,345809,1993,False,gasoline,2.0,sedan,False,owned,front,500.0,True,South East,15,4,False,False,False,False,False,True,False,False,False,True,29
977,Ford,Mondeo,mechanical,silver,360000,2002,False,diesel,2.0,sedan,False,owned,front,3400.0,True,North West,6,3,False,True,False,False,True,True,True,False,False,True,126
978,Ford,Mondeo,mechanical,black,54718,1993,False,gasoline,1.8,hatchback,False,owned,front,550.0,True,North East,24,3,False,True,False,False,False,False,False,False,False,False,11
979,Ford,Mondeo,mechanical,white,300000,1998,False,gasoline,1.8,universal,False,owned,front,2000.0,False,North East,2,145,True,False,False,False,False,False,False,False,False,False,602
980,Ford,Mondeo,mechanical,black,345007,2003,False,diesel,2.0,universal,False,owned,front,3200.0,False,North East,8,34,False,False,False,False,False,False,False,False,False,True,69
981,Ford,Mondeo,mechanical,grey,214000,2005,False,diesel,2.0,sedan,False,owned,front,4600.0,False,North East,14,2,False,False,False,False,False,True,False,False,False,False,9
982,Ford,Mondeo,mechanical,grey,355000,1993,False,gasoline,1.8,hatchback,False,owned,front,1000.0,True,South East,7,6,True,False,False,False,False,False,False,False,False,False,33
983,Ford,Mondeo,mechanical,other,338000,2006,False,gasoline,1.8,sedan,False,owned,front,5400.0,False,North East,13,24,False,True,False,False,False,True,False,False,False,True,63
984,Ford,Mondeo,mechanical,white,333333,1996,False,gasoline,2.0,universal,False,owned,front,1100.0,False,West Midlands,12,1,False,True,False,False,False,False,False,False,False,True,6
985,Ford,Mondeo,mechanical,silver,300000,2004,False,gasoline,2.5,universal,False,owned,front,5200.0,False,North East,12,2,False,True,True,True,False,True,False,False,False,True,8
986,Ford,Mondeo,mechanical,grey,235091,2009,False,diesel,1.8,universal,False,owned,front,8000.0,False,North East,10,12,False,True,False,True,False,False,False,True,True,True,68
987,Ford,Mondeo,mechanical,black,160000,2012,False,gasoline,1.6,sedan,False,owned,front,8400.0,False,North East,4,2,False,True,False,False,False,True,False,True,True,True,12
988,Ford,Mondeo,mechanical,black,222222,2006,False,diesel,2.0,universal,False,owned,front,4950.0,True,North West,7,3,False,True,False,False,False,False,True,True,True,False,24
